12,1012,3.5,1577837800
34,1039,4.0,1577924200
27,1043,4.5,1578010600
8,1020,3.0,1578097000
19,1050,4.0,1578183400
41,1013,3.5,1578269800
5,1037,4.0,1578356200
30,1040,3.5,1578442600
47,1025,4.5,1578529000
16,1010,3.0,1578615400
28,1043,4.0,1578701800
9,1039,3.5,1578788200
22,1020,4.5,1578874600
35,1050,3.0,1578961000
11,1013,4.0,1579047400
40,1037,3.5,1579133800
7,1040,4.5,1579220200
24,1025,3.0,1579306600
44,1010,4.0,1579393000
3,1043,3.5,1579479400
17,1039,4.5,1579565800
29,1020,3.0,1579652200
38,1050,4.0,1579738600
15,1013,3.5,1579825000
42,1037,4.5,1579911400
6,1040,3.0,1580000000
20,1025,4.0,1580086400
31,1010,3.5,1580172800
45,1043,4.5,1580259200
13,1039,3.0,1580345600
37,1020,4.0,1580432000
8,1050,3.5,1580518400
26,1013,4.5,1580604800
40,1037,3.0,1580691200
12,1040,4.0,1580777600
34,1025,3.5,1580864000
27,1010,4.5,1580950400
8,1043,3.0,1581036800
19,1039,4.0,1581123200
41,1020,3.5,1581209600
5,1050,4.5,1581296000
30,1013,3.0,1581382400
47,1037,4.0,1581468800
16,1040,3.5,1581555200
28,1025,4.5,1581641600
9,1010,3.0,1581728000
22,1043,4.0,1581814400
35,1039,3.5,1581900800
11,1020,4.5,1581987200
40,1050,3.0,1582073600
7,1013,4.0,1582160000
24,1037,3.5,1582246400
44,1040,4.5,1582332800
3,1025,3.0,1582419200
17,1010,4.0,1582505600
29,1043,3.5,1582592000
38,1039,4.5,1582678400
15,1020,3.0,1582764800
42,1050,4.0,1582851200
6,1013,3.5,1582937600
20,1037,4.5,1583024000
31,1040,3.0,1583110400
45,1025,4.0,1583196800
13,1010,3.5,1583283200
37,1043,4.5,1583369600
8,1039,3.0,1583456000
26,1020,4.0,1583542400
40,1050,3.5,1583628800
12,1013,4.5,1583715200
34,1037,3.0,1583801600
27,1040,4.0,1583888000
8,1025,3.5,1583974400
19,1010,4.5,1584060800
41,1043,3.0,1584147200
5,1039,4.0,1584233600
30,1020,3.5,1584320000
47,1050,4.5,1584406400
16,1013,3.0,1584492800
28,1037,4.0,1584579200
9,1040,3.5,1584665600
22,1025,4.5,1584752000
35,1010,3.0,1584838400
11,1043,4.0,1584924800
40,1039,3.5,1585011200
7,1020,4.5,1585097600
24,1050,3.0,1585184000
44,1013,4.0,1585270400
3,1037,3.5,1585356800
17,1040,4.5,1585443200
29,1025,3.0,1585529600
38,1010,4.0,1585616000
15,1043,3.5,1585702400
42,1039,4.5,1585788800
6,1020,3.0,1585875200
20,1050,4.0,1585961600
31,1013,3.5,1586048000
45,1037,4.5,1586134400
13,1040,3.0,1586220800
37,1025,4.0,1586307200
8,1010,3.5,1586393600
